step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
39,CASH_OUT,9347.96,C998868084,148642.0,139294.04,C1847835159,5087889.7,5097237.65,0,0
380,TRANSFER,56106.46,C390703414,0.0,0.0,C218809449,710069.93,766176.38,0,0
252,CASH_OUT,303714.46,C2118632038,0.0,0.0,C647947493,8962667.92,9266382.38,0,0
211,CASH_OUT,212275.5,C1636560725,0.0,0.0,C1256956239,9293686.49,9505961.99,0,0
297,CASH_IN,43719.5,C1114501459,10444.0,54163.5,C901262549,1650710.5,1606991.0,0,0
397,PAYMENT,82636.47,C1829194133,11128.0,0.0,M1062742914,0.0,0.0,0,0
307,CASH_OUT,117655.96,C1641948361,0.0,0.0,C35396557,160375.7,278031.66,0,0
207,CASH_OUT,86921.32,C751349712,97628.49,10707.17,C14636964,5658547.2,5745468.52,0,0
398,CASH_IN,163415.23,C1728259199,898977.61,1062392.84,C833161583,1495022.18,1331606.95,0,0
160,CASH_IN,163896.0,C1346747916,41238.0,205134.0,C2058567676,0.0,0.0,0,0
229,PAYMENT,2039.06,C578888330,12048.19,10009.14,M464316354,0.0,0.0,0,0
331,PAYMENT,18675.15,C1699773953,0.0,0.0,M735179496,0.0,0.0,0,0
323,CASH_IN,137170.07,C183962061,15959.0,153129.07,C810606254,318512.33,181342.26,0,0
257,CASH_IN,81869.53,C1150268486,2255134.92,2337004.45,C564612108,276434.35,194564.82,0,0
373,PAYMENT,11021.67,C264468602,13085.4,2063.72,M566775418,0.0,0.0,0,0
259,CASH_IN,184314.19,C1295729598,201160.0,385474.19,C1369223685,0.0,0.0,0,0
140,CASH_IN,203591.31,C128461278,8391168.24,8594759.55,C211419500,998369.35,794778.04,0,0
329,TRANSFER,216964.96,C99098771,0.0,0.0,C2104690925,276043.39,1144725.58,0,0
235,PAYMENT,1836.41,C733458910,200153.0,198316.59,M2020708567,0.0,0.0,0,0
182,TRANSFER,493042.36,C5996511,0.0,0.0,C1665164052,1179730.78,1672773.14,0,0
41,CASH_OUT,465929.18,C1509809042,3321.0,0.0,C1658923869,61465.0,267428.4,0,0
395,PAYMENT,29513.92,C547614390,4015.0,0.0,M1290833701,0.0,0.0,0,0
404,CASH_OUT,183511.15,C321834686,106292.0,0.0,C1125790867,130783.86,314295.01,0,0
43,PAYMENT,13318.05,C1241491755,0.0,0.0,M385866691,0.0,0.0,0,0
478,CASH_IN,14567.46,C1968216474,0.0,14567.46,C990122557,88793.12,74225.66,0,0
592,CASH_OUT,237331.81,C1681475521,11221.0,0.0,C1735598112,3258067.45,3495399.25,0,0
9,TRANSFER,2511355.55,C317835642,0.0,0.0,C1635207173,9334023.35,11845378.9,0,0
333,CASH_OUT,44534.24,C570723558,0.0,0.0,C1961784728,584357.48,628891.72,0,0
14,PAYMENT,19947.75,C150767573,0.0,0.0,M1900421858,0.0,0.0,0,0
20,CASH_OUT,50946.24,C235257645,46635.0,0.0,C1521486566,0.0,50946.24,0,0
42,PAYMENT,21582.47,C1494389973,10800.0,0.0,M505384256,0.0,0.0,0,0
44,PAYMENT,26608.76,C613407909,123099.97,96491.21,M270820383,0.0,0.0,0,0
305,CASH_OUT,574808.37,C1329647435,11470.0,0.0,C1697671112,387761.49,1164314.56,0,0
347,PAYMENT,14945.87,C1035634870,0.0,0.0,M1462600086,0.0,0.0,0,0
302,CASH_IN,16188.18,C1108363460,283692.21,299880.39,C1898428967,107767.97,91579.78,0,0
401,PAYMENT,25390.68,C1170319556,297067.0,271676.32,M235212641,0.0,0.0,0,0
324,PAYMENT,15086.67,C95968792,257289.79,242203.11,M12044445,0.0,0.0,0,0
154,CASH_IN,340530.71,C1855060688,151424.0,491954.71,C383058169,116851.43,0.0,0,0
140,PAYMENT,9201.46,C1115009035,95423.09,86221.63,M1799464892,0.0,0.0,0,0
333,CASH_IN,25603.32,C1869268862,3569836.88,3595440.2,C106427459,485009.15,459405.83,0,0
408,CASH_OUT,124155.22,C1720031029,0.0,0.0,C394331829,9093946.62,9218101.84,0,0
129,PAYMENT,58697.35,C506875678,210200.62,151503.27,M880112822,0.0,0.0,0,0
156,CASH_OUT,243693.63,C847057953,0.0,0.0,C951778468,2746219.83,2989913.46,0,0
187,CASH_OUT,34114.23,C13152340,307121.16,273006.93,C842455784,131774.62,165888.85,0,0
182,TRANSFER,162480.74,C2124041500,0.0,0.0,C45462847,2372974.1,2535454.83,0,0
352,CASH_IN,138144.18,C1167879957,5019.0,143163.18,C1077486950,0.0,0.0,0,0
300,CASH_IN,408338.86,C1748854456,107534.0,515872.86,C137435466,546964.24,138625.38,0,0
207,PAYMENT,1724.7,C1168523667,0.0,0.0,M958667049,0.0,0.0,0,0
18,CASH_IN,159222.61,C249841600,122370.0,281592.61,C666740069,4012.01,0.0,0,0
36,CASH_OUT,219924.54,C1506812028,0.0,0.0,C2061973160,2709554.68,2929479.22,0,0
322,CASH_OUT,100859.36,C1937095853,1412.0,0.0,C1136563661,2231649.15,2332508.5,0,0
353,PAYMENT,12821.31,C311956742,0.0,0.0,M2127913159,0.0,0.0,0,0
137,PAYMENT,13016.55,C2062298653,258490.0,245473.45,M1933605349,0.0,0.0,0,0
16,CASH_IN,260361.73,C217088723,8127288.93,8387650.66,C725421180,732970.24,472608.51,0,0
134,CASH_OUT,58700.39,C1171537397,5188.0,0.0,C763290962,0.0,58700.39,0,0
19,CASH_OUT,9966.32,C1929992026,5095.0,0.0,C1863048585,0.0,9966.32,0,0
139,CASH_IN,36943.39,C1811058633,2601498.39,2638441.79,C1529167375,276149.61,239206.21,0,0
567,CASH_IN,122632.56,C1780552267,864656.78,987289.33,C127540732,841280.39,718647.84,0,0
94,CASH_OUT,156864.86,C1418059426,0.0,0.0,C1328129815,2384409.7,2541274.56,0,0
304,PAYMENT,6407.99,C1760426020,0.0,0.0,M153319800,0.0,0.0,0,0
238,CASH_IN,230496.91,C1725310822,2876180.85,3106677.76,C845405204,444450.88,213953.97,0,0
401,PAYMENT,3712.55,C545059081,200410.54,196697.98,M1111692868,0.0,0.0,0,0
49,PAYMENT,5104.9,C1133241296,0.0,0.0,M154719509,0.0,0.0,0,0
404,CASH_OUT,110000.03,C1782748710,633355.0,523354.97,C573394881,0.0,110000.03,0,0
327,PAYMENT,21137.3,C311525721,16819.0,0.0,M298611132,0.0,0.0,0,0
17,PAYMENT,12104.84,C1885318899,0.0,0.0,M1702830926,0.0,0.0,0,0
158,CASH_OUT,210214.2,C2069377412,0.0,0.0,C530096188,7559032.85,7769247.04,0,0
350,CASH_IN,110635.11,C1966049084,2005.0,112640.11,C1921131839,8136863.83,8026228.72,0,0
302,PAYMENT,1435.05,C418366411,395890.0,394454.95,M1939210279,0.0,0.0,0,0
144,CASH_OUT,332609.74,C2143198153,0.0,0.0,C227998366,8401781.93,8734391.67,0,0
40,TRANSFER,674256.7,C306817221,20421.0,0.0,C1713973049,1619034.58,2293291.28,0,0
492,CASH_IN,139943.89,C1970324596,13549.0,153492.89,C846830309,0.0,0.0,0,0
564,CASH_IN,245372.38,C1048948547,560370.29,805742.68,C831829160,1156245.01,910872.62,0,0
395,PAYMENT,16098.98,C1612004724,0.0,0.0,M830410221,0.0,0.0,0,0
228,PAYMENT,26832.73,C1275880904,329294.06,302461.33,M1531725792,0.0,0.0,0,0
301,CASH_OUT,432629.82,C1486659129,31830.0,0.0,C142517574,83730.7,516360.52,0,0
355,CASH_OUT,83383.18,C1245772214,1557.0,0.0,C2119582403,1735102.67,1818485.85,0,0
372,CASH_IN,14177.62,C1680868248,25504680.31,25518857.93,C1348937989,2198089.11,2183911.49,0,0
130,CASH_OUT,539234.82,C310126266,0.0,0.0,C1355803119,648156.78,1187391.6,0,0
11,CASH_OUT,292589.22,C1321598929,0.0,0.0,C89591831,1366584.41,1659173.63,0,0
34,CASH_IN,349584.56,C1741035826,1018.0,350602.56,C1709348095,1599362.76,1249778.2,0,0
369,PAYMENT,19907.84,C940228896,0.0,0.0,M1926157930,0.0,0.0,0,0
355,CASH_OUT,60616.39,C26542120,0.0,0.0,C385844098,1512725.54,1573341.93,0,0
44,CASH_IN,10196.37,C1023978932,0.0,10196.37,C2121124021,281617.56,271421.19,0,0
19,CASH_IN,121938.72,C1702127216,956319.0,1078257.72,C1558687551,1777973.67,1656034.95,0,0
278,CASH_OUT,58697.17,C1143064059,32889.0,0.0,C2049226679,63106.18,121803.34,0,0
259,CASH_OUT,57067.75,C1017675607,20012.0,0.0,C405988047,641255.63,698323.39,0,0
522,CASH_IN,132454.67,C702418744,49937.0,182391.67,C995639188,128986.67,0.0,0,0
19,CASH_IN,191673.07,C1205895887,34705.0,226378.07,C1051379055,4271.0,62511.24,0,0
139,PAYMENT,4737.74,C917920071,0.0,0.0,M1098470551,0.0,0.0,0,0
17,CASH_OUT,268227.87,C1250623807,85250.0,0.0,C474060348,0.0,268227.87,0,0
404,CASH_OUT,445019.54,C983410294,0.0,0.0,C635807624,1342105.91,1787125.45,0,0
544,CASH_OUT,203183.35,C134168611,10594.0,0.0,C1573534561,0.0,203183.35,0,0
258,CASH_OUT,187454.37,C1829552615,0.0,0.0,C2011951371,1613048.96,1800503.33,0,0
399,PAYMENT,35915.78,C2147165233,4316.0,0.0,M403098711,0.0,0.0,0,0
297,TRANSFER,155503.88,C175866134,0.0,0.0,C1868688454,226154.18,423496.74,0,0
525,CASH_OUT,50368.02,C1930364165,0.0,0.0,C1860758458,547707.75,598075.77,0,0
206,PAYMENT,7680.23,C1441491460,11351.0,3670.77,M1727426138,0.0,0.0,0,0
286,CASH_IN,151449.5,C1075179377,14625846.14,14777295.64,C690000258,2120630.12,1969180.62,0,0
164,TRANSFER,538474.66,C433603022,10336.0,0.0,C1320741162,149156.0,668379.77,0,0
596,CASH_IN,117844.58,C1890022728,5116.0,122960.58,C793143843,3425386.69,3307542.11,0,0
157,PAYMENT,22367.87,C1975857069,0.0,0.0,M1831639644,0.0,0.0,0,0
396,CASH_OUT,194692.24,C1812437265,0.0,0.0,C809242181,1332578.51,1527270.76,0,0
402,CASH_OUT,338072.63,C1497669472,0.0,0.0,C162968350,2059757.97,2397830.6,0,0
310,PAYMENT,6879.0,C1495692320,30708.0,23829.0,M1616209307,0.0,0.0,0,0
157,TRANSFER,169012.39,C658032754,0.0,0.0,C780626444,849259.21,1018271.6,0,0
308,CASH_OUT,306126.85,C585970491,0.0,0.0,C445361545,1115109.68,1421236.52,0,0
14,CASH_IN,396359.97,C643043620,2336048.77,2732408.74,C394192047,2266655.81,1572965.27,0,0
156,CASH_OUT,71586.37,C159245556,80117.0,8530.63,C499969553,2006.72,73593.1,0,0
226,CASH_IN,280962.03,C1406188743,5933416.1,6214378.13,C84049482,917435.14,636473.11,0,0
399,CASH_OUT,175359.54,C970685232,15697.0,0.0,C1659987200,23288.08,198647.62,0,0
306,CASH_OUT,277856.21,C1753016843,5533.0,0.0,C475811287,1448084.39,1725940.6,0,0
183,DEBIT,337.04,C1587770645,18308.0,17970.96,C1687182693,1137047.57,1137384.61,0,0
257,CASH_OUT,225997.9,C1312397619,0.0,0.0,C280897401,308112.55,534110.45,0,0
41,CASH_OUT,148799.81,C807608940,0.0,0.0,C1854251507,283013.0,529579.61,0,0
377,PAYMENT,5451.26,C1286256844,36768.0,31316.74,M1239341977,0.0,0.0,0,0
10,PAYMENT,5587.55,C595762768,308501.06,302913.5,M981822264,0.0,0.0,0,0
37,PAYMENT,25959.7,C1609958510,129.0,0.0,M92921243,0.0,0.0,0,0
34,PAYMENT,15400.28,C1850531286,200154.0,184753.72,M219504966,0.0,0.0,0,0
278,CASH_OUT,430477.9,C520864918,0.0,0.0,C1176716802,816016.59,1246494.5,0,0
48,CASH_IN,524203.61,C1277888873,974772.31,1498975.92,C977990184,9685991.49,9161787.88,0,0
321,PAYMENT,482.39,C1636850028,960.0,477.61,M1949257102,0.0,0.0,0,0
590,CASH_OUT,41784.3,C1419435362,0.0,0.0,C1644423973,178802.55,220586.85,0,0
202,CASH_IN,66704.85,C1366459327,3808726.87,3875431.72,C1793493602,161375.91,94671.06,0,0
35,CASH_OUT,419479.04,C258279111,117968.03,0.0,C1512627801,932082.33,1351561.38,0,0
131,CASH_OUT,88825.23,C1021940901,0.0,0.0,C1013780730,1558690.87,1684399.45,0,0
159,CASH_IN,124379.25,C928416382,1058135.76,1182515.01,C153672693,541239.12,416859.87,0,0
307,PAYMENT,535.67,C961538619,0.0,0.0,M631941403,0.0,0.0,0,0
137,PAYMENT,10362.05,C905891992,10812.0,449.95,M1016386590,0.0,0.0,0,0
137,PAYMENT,7133.06,C2063535988,0.0,0.0,M4867691,0.0,0.0,0,0
42,CASH_IN,112572.07,C1374471119,763232.85,875804.93,C1255989746,1442828.23,1330256.16,0,0
204,CASH_OUT,218958.11,C816586542,0.0,0.0,C1236386378,296547.27,515505.38,0,0
119,PAYMENT,3475.44,C1528861742,609.0,0.0,M1232924715,0.0,0.0,0,0
44,PAYMENT,8872.8,C137185825,265281.0,256408.2,M318695297,0.0,0.0,0,0
407,CASH_IN,170090.55,C390635700,3362878.02,3532968.57,C407849728,11732631.53,11562540.98,0,0
232,PAYMENT,24083.41,C413617510,0.0,0.0,M1409949986,0.0,0.0,0,0
230,CASH_IN,66752.92,C1719807111,20720.0,87472.92,C1531859077,24497.34,0.0,0,0
9,TRANSFER,3183682.79,C1503132492,0.0,0.0,C1106744673,3384928.39,6671536.55,0,0
396,CASH_OUT,195554.18,C2143547856,203807.0,8252.82,C813511034,753518.59,949072.76,0,0
323,CASH_IN,34277.4,C1304571376,32378.0,66655.4,C1325857861,493509.98,459232.57,0,0
278,CASH_OUT,241555.9,C712989926,107.0,0.0,C96511247,232328.35,473884.24,0,0
154,PAYMENT,12773.93,C303065878,107752.0,94978.07,M1800063314,0.0,0.0,0,0
209,PAYMENT,10047.86,C1493223042,3247.0,0.0,M1820945889,0.0,0.0,0,0
140,PAYMENT,10572.16,C675893095,0.0,0.0,M693989925,0.0,0.0,0,0
330,CASH_OUT,419306.61,C220885142,65864.0,0.0,C907145932,0.0,419306.61,0,0
179,CASH_OUT,333368.9,C63640434,176.0,0.0,C683365175,318941.49,652310.39,0,0
211,CASH_OUT,146453.11,C1438153636,218868.0,72414.89,C1943170695,135074.46,281527.57,0,0
235,TRANSFER,712819.96,C1349101849,0.0,0.0,C1874297237,2634144.52,3346964.48,0,0
399,CASH_OUT,366153.38,C234840946,10653.0,0.0,C453418458,65994.67,432148.05,0,0
297,TRANSFER,15137042.56,C329129505,0.0,0.0,C1105357919,73081062.28,88218104.84,0,0
401,TRANSFER,3104051.05,C2100545914,0.0,0.0,C1124065544,4409662.05,7513713.1,0,0
332,CASH_IN,7079.82,C1688006475,4628421.06,4635500.88,C624696541,49722.95,42643.13,0,0
304,CASH_OUT,408119.77,C2577145,145771.99,0.0,C401394606,442640.0,850759.77,0,0
41,CASH_IN,152364.8,C685968287,106527.0,258891.8,C1083586657,1968320.1,2790913.3,0,0
10,TRANSFER,436253.96,C687297927,0.0,0.0,C1622613255,1484050.82,2319078.47,0,0
298,TRANSFER,1907915.79,C2056211298,0.0,0.0,C1972335962,12933045.36,14840961.15,0,0
183,PAYMENT,7532.61,C55414173,0.0,0.0,M89942672,0.0,0.0,0,0
374,CASH_OUT,100694.23,C622689928,382.0,0.0,C699832369,223520.95,324215.18,0,0
47,PAYMENT,2859.29,C1619385931,138.0,0.0,M1879011468,0.0,0.0,0,0
177,PAYMENT,13670.96,C1871637462,8900.83,0.0,M1428857818,0.0,0.0,0,0
230,PAYMENT,17094.41,C1117089903,1057.0,0.0,M780947263,0.0,0.0,0,0
131,PAYMENT,5276.3,C2083492449,0.0,0.0,M784577726,0.0,0.0,0,0
132,CASH_IN,4438.23,C2131276867,2617337.67,2621775.9,C410732132,58590.76,54152.52,0,0
11,CASH_OUT,329608.64,C825438817,329217.57,0.0,C1782693250,336930.05,966189.89,0,0
41,CASH_IN,191260.72,C1577862358,12948953.65,13140214.38,C2049595282,210974.64,19713.91,0,0
382,PAYMENT,21837.27,C1630056605,6032.0,0.0,M2042268263,0.0,0.0,0,0
45,TRANSFER,117340.54,C1601418622,79083.0,0.0,C299715257,2445354.33,2562694.87,0,0
329,CASH_IN,314773.19,C1084949576,1934947.1,2249720.29,C2130638147,39774257.79,39459484.6,0,0
14,CASH_OUT,354302.15,C50159967,36101.0,0.0,C12387149,1218003.16,1572305.31,0,0
355,CASH_IN,32823.9,C1693375710,0.0,32823.9,C1136543445,2089914.48,2057090.58,0,0
15,CASH_IN,251903.22,C751777121,16635350.53,16887253.75,C295917556,612096.92,360193.71,0,0
376,PAYMENT,18231.42,C1494769175,169310.0,151078.58,M821660787,0.0,0.0,0,0
133,CASH_OUT,187704.85,C1510548852,0.0,0.0,C969989254,804149.75,991854.6,0,0
619,PAYMENT,19185.36,C1098643415,0.0,0.0,M1935762106,0.0,0.0,0,0
329,CASH_IN,446952.44,C396953190,8256879.51,8703831.94,C157083423,2460935.45,2013983.02,0,0
253,PAYMENT,8179.06,C1775265516,0.0,0.0,M359976446,0.0,0.0,0,0
670,PAYMENT,9351.35,C1641503767,172130.8,162779.45,M171368147,0.0,0.0,0,0
230,CASH_OUT,174834.69,C1919358279,0.0,0.0,C1818467919,416045.79,590880.49,0,0
46,CASH_IN,154564.05,C70379134,5537.0,160101.05,C1718010611,258940.34,104376.29,0,0
43,PAYMENT,2860.07,C1119211306,26397.41,23537.33,M1819713996,0.0,0.0,0,0
416,PAYMENT,7820.12,C1794204212,17976.0,10155.88,M1540472755,0.0,0.0,0,0
11,PAYMENT,5177.76,C1735433935,370311.0,365133.24,M189472703,0.0,0.0,0,0
250,TRANSFER,151583.27,C219879798,0.0,0.0,C389189427,419574.17,571157.44,0,0
304,PAYMENT,5372.26,C38174086,33284.0,27911.74,M1991140091,0.0,0.0,0,0
279,PAYMENT,2693.28,C190244857,61014.0,58320.72,M723174216,0.0,0.0,0,0
133,CASH_OUT,354435.63,C776440134,0.0,0.0,C1559376436,988968.24,1343403.88,0,0
186,PAYMENT,25774.12,C2100636001,524040.05,498265.92,M15010675,0.0,0.0,0,0
395,CASH_OUT,223125.11,C1824298142,165317.0,0.0,C21961641,0.0,223125.11,0,0
285,PAYMENT,42960.1,C1261852083,0.0,0.0,M1750105361,0.0,0.0,0,0
349,TRANSFER,113637.04,C535554963,39374.0,0.0,C592492974,0.0,113637.04,0,0
129,CASH_IN,404492.87,C1820065076,9433505.56,9837998.44,C1748741336,1929408.12,1794884.32,0,0
233,CASH_OUT,171335.67,C717759183,103771.0,0.0,C776404949,5621962.67,5793298.34,0,0
226,CASH_IN,2120.95,C2101119226,4570251.6,4572372.55,C2114751982,772754.04,770633.09,0,0
226,CASH_OUT,166085.0,C757002438,1892.96,0.0,C1509642827,201222.55,367307.56,0,0
281,CASH_OUT,35299.3,C587010264,15747.0,0.0,C1366587138,2504978.31,2540277.62,0,0
298,CASH_OUT,174930.14,C1653025267,0.0,0.0,C1593770164,5736408.78,5911338.92,0,0
137,CASH_IN,229510.68,C1298713076,5051471.98,5280982.66,C608573770,2573667.59,2344156.91,0,0
135,CASH_OUT,120716.13,C1973796784,371.0,0.0,C757783942,0.0,120716.13,0,0
375,CASH_IN,297682.76,C608471106,386.0,298068.76,C392042068,811160.99,513478.23,0,0
136,PAYMENT,31981.34,C1904304666,159938.0,127956.66,M953717788,0.0,0.0,0,0
187,CASH_OUT,60460.91,C181970136,0.0,0.0,C187749573,210859.22,271320.13,0,0
129,CASH_IN,360177.07,C1338060764,39710.0,399887.07,C12178969,305660.97,0.0,0,0
345,PAYMENT,32502.85,C527403445,7608.0,0.0,M1250563293,0.0,0.0,0,0
209,CASH_IN,132160.65,C1711908479,786586.42,918747.08,C737115895,1059784.34,927623.68,0,0
164,CASH_OUT,218103.82,C1975796215,45543.0,0.0,C1123087664,123897.1,342000.92,0,0
280,TRANSFER,654189.36,C1679725120,0.0,0.0,C332032565,980724.18,1634913.54,0,0
258,PAYMENT,427.31,C422747558,138.0,0.0,M411024932,0.0,0.0,0,0
372,CASH_OUT,116762.4,C1919914516,52093.0,0.0,C140484899,554253.42,671015.82,0,0
235,CASH_OUT,59813.29,C1435369611,301300.0,241486.71,C232369694,2273729.35,2333542.64,0,0
183,PAYMENT,10315.82,C1332755727,0.0,0.0,M1180743542,0.0,0.0,0,0
260,PAYMENT,9753.01,C1362544520,48772.0,39018.99,M108879784,0.0,0.0,0,0
138,TRANSFER,234554.66,C968193566,0.0,0.0,C365635564,439530.37,674085.03,0,0
203,CASH_OUT,66095.99,C1751818550,0.0,0.0,C2027443397,1008630.03,1074726.02,0,0
186,PAYMENT,30364.18,C388840862,47721.0,17356.82,M1703453629,0.0,0.0,0,0
262,PAYMENT,9235.3,C1327298141,32603.0,23367.7,M741928554,0.0,0.0,0,0
250,CASH_OUT,228447.28,C1154111185,0.0,0.0,C916026388,527792.56,756239.84,0,0
134,CASH_OUT,220436.83,C239092842,66364.0,0.0,C538563383,139179.09,359615.92,0,0
282,PAYMENT,1985.83,C2062918577,21587.0,19601.17,M578534524,0.0,0.0,0,0
379,PAYMENT,12976.99,C759617714,9105.67,0.0,M994941451,0.0,0.0,0,0
157,CASH_OUT,336625.96,C35447241,0.0,0.0,C154573061,408422.69,745048.65,0,0
358,PAYMENT,14015.97,C1857169625,41484.0,27468.03,M10116462,0.0,0.0,0,0
186,PAYMENT,5978.24,C1672955331,0.0,0.0,M1648673991,0.0,0.0,0,0
143,PAYMENT,15115.51,C39674509,8100.29,0.0,M1349435964,0.0,0.0,0,0
43,PAYMENT,8637.14,C1554754434,0.0,0.0,M314631799,0.0,0.0,0,0
687,CASH_IN,85232.98,C1372234791,7181672.09,7266905.07,C424544391,495655.21,410422.23,0,0
332,CASH_OUT,63594.2,C469457163,10425.0,0.0,C633226780,64106.07,127700.27,0,0
297,PAYMENT,33020.97,C1274930893,0.0,0.0,M890929571,0.0,0.0,0,0
241,PAYMENT,26178.73,C607448105,0.0,0.0,M1616525606,0.0,0.0,0,0
546,CASH_IN,172806.83,C133663476,2045269.82,2218076.65,C1678023731,293688.91,120882.08,0,0
302,CASH_OUT,30476.89,C302370791,56923.0,26446.11,C912025547,40119.12,70596.01,0,0
163,CASH_OUT,6336.05,C469423506,19020.0,12683.95,C1308564409,0.0,6336.05,0,0
186,CASH_OUT,145404.18,C1579078493,10424.0,0.0,C817302013,132623.38,278027.56,0,0
403,CASH_OUT,217641.01,C1220454499,39397.0,0.0,C1353862334,0.0,217641.01,0,0
234,CASH_OUT,388464.82,C680289859,301.0,0.0,C831349412,0.0,388464.82,0,0
180,CASH_OUT,137429.02,C1348671050,0.0,0.0,C105812665,763339.61,900768.62,0,0
40,CASH_IN,40268.96,C1358069871,10238209.05,10278478.0,C416073345,644498.13,1056196.17,0,0
43,PAYMENT,10591.42,C25917824,0.0,0.0,M607473307,0.0,0.0,0,0
371,CASH_OUT,136824.08,C798535669,41465.0,0.0,C411221902,320061.57,456885.65,0,0
306,CASH_IN,254260.26,C45818074,2200740.69,2455000.95,C1532127789,1382022.49,1127762.23,0,0
375,CASH_OUT,37035.72,C1732304014,0.0,0.0,C807741304,1470014.36,1507050.08,0,0
346,TRANSFER,1594727.83,C1329010798,1520.0,0.0,C1708849486,182745.06,1777472.88,0,0
356,CASH_IN,275161.38,C1549618748,97210.0,372371.38,C1738400799,0.0,0.0,0,0
300,PAYMENT,42068.26,C1907876036,0.0,0.0,M1031535117,0.0,0.0,0,0
280,CASH_IN,352956.36,C337873768,9458098.71,9811055.07,C136292214,709949.17,356992.81,0,0
352,PAYMENT,2804.23,C1699418241,0.0,0.0,M654997793,0.0,0.0,0,0
184,CASH_IN,33795.57,C295760017,78975.68,112771.25,C1104067091,64683.83,30888.26,0,0
230,CASH_IN,141352.28,C1797286188,11460.0,152812.28,C232839882,2368523.26,2227170.98,0,0
259,CASH_OUT,64337.08,C1177542364,0.0,0.0,C412792388,132177.08,196514.16,0,0
132,CASH_OUT,200574.65,C1842013647,30070.0,0.0,C534534602,385586.6,586161.25,0,0
335,PAYMENT,5314.56,C1435522502,65702.0,60387.44,M989399576,0.0,0.0,0,0
372,PAYMENT,15710.95,C1781423742,0.0,0.0,M1074332957,0.0,0.0,0,0
356,CASH_OUT,133239.9,C692844686,44143.0,0.0,C2096599900,158567.82,291807.72,0,0
190,PAYMENT,10190.86,C1573172904,9053.0,0.0,M1710481257,0.0,0.0,0,0
333,PAYMENT,39399.26,C491158481,50465.0,11065.74,M1347414727,0.0,0.0,0,0
691,CASH_OUT,126848.32,C721881861,122155.0,0.0,C947893381,0.0,126848.32,0,0
132,CASH_OUT,94949.77,C24529312,1182.0,0.0,C1912921300,72719.98,167669.75,0,0
256,CASH_IN,310861.39,C635822128,166891.34,477752.73,C424364253,2397001.08,2086139.7,0,0
187,CASH_OUT,45556.41,C1883672025,607678.27,562121.86,C1562696365,989580.79,1035137.2,0,0
328,CASH_IN,104751.29,C1047679507,648826.63,753577.92,C1583919711,200746.65,95995.35,0,0
376,CASH_OUT,99113.56,C1654429665,0.0,0.0,C290725482,2549636.22,2648749.78,0,0
185,PAYMENT,6061.23,C56897062,0.0,0.0,M261080429,0.0,0.0,0,0
261,CASH_IN,58057.3,C1102412918,7032521.97,7090579.27,C1488272770,362621.12,304563.82,0,0
163,CASH_OUT,75879.78,C733532185,0.0,0.0,C890039247,9393528.12,9469407.9,0,0
20,CASH_IN,176808.54,C417790536,2343130.3,2519938.84,C976143620,541500.3,364691.76,0,0
165,CASH_IN,219066.39,C1290915098,20068.0,239134.39,C364108141,1259781.36,1040714.98,0,0
42,CASH_IN,240314.69,C2076697543,5173122.25,5413436.95,C1401587166,3926482.15,4498383.35,0,0
284,CASH_OUT,116087.54,C1968816970,0.0,0.0,C1522661215,419403.69,535491.23,0,0
47,PAYMENT,5713.56,C1247903191,10181.0,4467.44,M966034864,0.0,0.0,0,0
42,PAYMENT,4338.12,C209179386,0.0,0.0,M622987113,0.0,0.0,0,0
183,CASH_IN,171401.74,C412885484,392135.0,563536.74,C1276578423,0.0,0.0,0,0
306,CASH_OUT,110911.8,C1800607070,15273.0,0.0,C426012835,200839.51,311751.3,0,0
38,CASH_IN,160525.46,C38343148,89484.0,250009.46,C857294026,73486.16,0.0,0,0
492,PAYMENT,9012.45,C127136742,22691.39,13678.94,M2140208222,0.0,0.0,0,0
155,PAYMENT,20518.85,C744501903,549993.63,529474.78,M314957937,0.0,0.0,0,0
230,TRANSFER,355135.27,C2062667361,102.0,0.0,C1173112567,0.0,355135.27,0,0
214,PAYMENT,6333.75,C659464643,19751.0,13417.25,M2045220355,0.0,0.0,0,0
346,CASH_OUT,40858.22,C837080528,203375.0,162516.78,C1063764224,131082.09,171940.31,0,0
204,PAYMENT,4981.46,C994343405,102119.0,97137.54,M172150579,0.0,0.0,0,0
203,CASH_OUT,147421.72,C1371399558,461113.0,313691.28,C337759992,96798.88,244220.6,0,0
332,CASH_OUT,69970.12,C1858727908,0.0,0.0,C621451805,657373.03,727343.15,0,0
283,CASH_OUT,290362.88,C799054845,0.0,0.0,C1426244361,1361067.63,1651430.52,0,0
373,PAYMENT,5638.56,C870590032,0.0,0.0,M1021641398,0.0,0.0,0,0
306,CASH_OUT,222950.46,C652247167,0.0,0.0,C1388717058,2274562.66,2497513.11,0,0
9,PAYMENT,14036.48,C1506119352,93111.0,79074.52,M1763019582,0.0,0.0,0,0
187,PAYMENT,1453.63,C28698089,320284.54,318830.91,M846391875,0.0,0.0,0,0
211,CASH_IN,353759.52,C918969771,531465.21,885224.73,C752009140,1845542.14,1491782.62,0,0
688,CASH_IN,568057.68,C1692201192,8025590.98,8593648.66,C700964212,1970256.99,1402199.31,0,0
